R1_NAFNet_path,R2_LaMa_path,degradation,input_path,mask_path,outside_allowed_max,r1_runtime_sec,r2_crop,r2_resized,r2_runtime_sec,sample_id,split,target_path
research\outputs\restoration_v2\real_results\proxy\v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample/mask.png,0,0.0369,"[0, 22, 224, 224]",False,0.0520,v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample,val,research/data/restoration_v2_proxy_pairs/v2_0102_508_76_TZHXTHISHM_1_102_1_C_Living_114.152661_22.279519_109.49_27.540255_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp/mask.png,0,0.0337,"[0, 0, 224, 224]",False,0.0543,v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0103_124_57_TTHZZHIVHT_1_5_25_B_Bed_1_114.131608_22.282112_135.93_153.043199_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing/mask.png,0,0.0342,"[0, 13, 224, 224]",False,0.0489,v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0104_322_89_TZTMTHMJMM_1_25_19_D_Bed_1_114.145024_22.281708_213.4978_152.773372_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample/mask.png,0,0.0411,"[0, 0, 224, 224]",False,0.0552,v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0105_323_73_TZHSTHMYHM_2_108_17_1_Kitchen_114.151702_22.278596_201.0533_116.042403_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp/mask.png,0,0.0429,"[0, 0, 224, 224]",False,0.0507,v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0106_114_36_SKPPWSPXPE_2_31_13_C_Living_114.146704_22.283476_117.9967_62.292876_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing/mask.png,0,0.0474,"[0, 0, 224, 211]",False,0.0466,v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing,val,research/data/restoration_v2_proxy_pairs/v2_0107_101_52_SSPPWGPXPS_1_3_18_A_Living_114.134043_22.284706_90.5302_151.668641_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample/mask.png,0,0.0388,"[0, 0, 224, 224]",False,0.0531,v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0108_121_46_SSPPWBPXPS_1_3_28_A_Living_114.133194_22.284701_116.4567_106.038308_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp/mask.png,0,0.0369,"[0, 0, 216, 224]",False,0.0509,v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp,val,research/data/restoration_v2_proxy_pairs/v2_0109_126_17_SKPDPPERPE_1_5_24_A_MBed_114.148705_22.280377_217.0174_26.638706_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing/mask.png,0,0.0416,"[0, 21, 178, 224]",False,0.1914,v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0110_134_15_SKEYPPEAPE_1_5_32_A_MBed_114.148373_22.280541_240.3548_26.831315_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample/mask.png,0,0.0439,"[0, 0, 168, 214]",False,0.1904,v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0111_108_44_SSPPWBPEPK_1_8_15_C_Living_114.152563_22.280719_111.0554_29.822021_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp/mask.png,0,0.0393,"[0, 0, 224, 224]",False,0.0577,v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0112_104_22_SKPPWBPEPE_2_32_11_Whole_MBed_114.149199_22.282909_112.602_118.988693_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing/mask.png,0,0.0426,"[0, 0, 216, 224]",False,0.0844,v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0113_511_77_TZHXTHIVHM_1_17_10_C_Living_114.152878_22.279417_134.6781_8.589351_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample/mask.png,0,0.0439,"[29, 0, 224, 196]",False,0.1477,v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0114_100_35_SKPPWSPEPE_2_26_12_A_MBed_114.147035_22.281469_202.9475_70.278275_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp/mask.png,0,0.0326,"[0, 0, 224, 224]",False,0.0500,v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0115_56_15_SKEYPPEAPE_1_3_10_A_MBath_114.148332_22.280509_175.98_21.22964_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing/mask.png,0,0.0348,"[0, 0, 215, 224]",False,0.0522,v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing,train,research/data/restoration_v2_proxy_pairs/v2_0116_40_55_SSPPWYPEPE_2_6_11_A_Bed_1_114.139876_22.284731_84.5033_3.405376_repeat_missing/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample\R2_LaMa.png,blur_downsample,research/data/restoration_v2_proxy_pairs/v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample/mask.png,0,0.0385,"[0, 0, 224, 224]",False,0.0451,v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample,train,research/data/restoration_v2_proxy_pairs/v2_0117_334_58_TTISTHHXHM_1_13_24_D_Bath_114.140912_22.284518_125.0404_92.428764_blur_downsample/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp\R2_LaMa.png,smear_warp,research/data/restoration_v2_proxy_pairs/v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp/mask.png,0,0.0344,"[24, 0, 224, 209]",False,0.1379,v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp,train,research/data/restoration_v2_proxy_pairs/v2_0118_111_56_SSPPWYPXPS_1_3_16_A_Bed_2_114.133626_22.285476_83.5121_151.72097_smear_warp/clean.png
research\outputs\restoration_v2\real_results\proxy\v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing\R1_NAFNet.png,research\outputs\restoration_v2\real_results\proxy\v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing\R2_LaMa.png,repeat_missing,research/data/restoration_v2_proxy_pairs/v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing/distorted.png,research/data/restoration_v2_proxy_pairs/v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing/mask.png,0,0.0364,"[70, 0, 224, 218]",False,0.0443,v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing,val,research/data/restoration_v2_proxy_pairs/v2_0119_117_52_SSPPWGPXPS_1_3_34_A_Living_114.134043_22.284706_137.845_151.668641_repeat_missing/clean.png
